caseid,complete_stat,is_volenteer,dh1gage,sex,marrige_stat,living_stat,province,vol_times,vol_fre,vol_time,is_work,is_workalone,gavin_times,gavin_sum,emp_stat,degree,is_citizens,is_school,is_immigration,happiness
11569,Complete,Not a volunteer but a giver,25-34 years,Male,Living common-law,Spouse only,Quebec,"NA",Valid skip,"NA",Yes,No,"NA","NA",Employed,University Diploma,Canadian citizen by birth only,Yes,Valid skip,"NA"
11570,Complete,Volunteer and giver,55-64 years,Female,Married,Spouse only,Ontario,"NA",At least once a week,"NA",No,Valid skip,"NA","NA",Unemployed,Post-secondary diploma,Canadian citizen by naturalization and other citizenship(s),No,Yes,"NA"
11571,Complete,Volunteer and giver,65 years and over,Female,"Single, never married",Alone,Alberta,"NA",At least once a month,"NA",Yes,No,"NA","NA",Employed,University Diploma,Canadian citizen by naturalization and other citizenship(s),No,Yes,"NA"
11572,Complete,Volunteer and giver,35-44 years,Male,Married,Spouse and single/non-single child(ren),Saskatchewan,"NA",At least once a month,"NA",Yes,Yes,"NA","NA",Employed,Post-secondary diploma,Canadian citizen by birth only,No,Valid skip,"NA"
11573,Complete,Neither volunteer nor giver,65 years and over,Female,Widowed,Single/non-single child(ren) only,British Columbia,"NA",Valid skip,"NA",No,Valid skip,"NA","NA",Not in labour force,Graduated from High school,Canadian citizen by birth only,No,Valid skip,"NA"
11574,Complete,Not a volunteer but a giver,65 years and over,Female,Married,Spouse and single/non-single child(ren),British Columbia,"NA",Valid skip,"NA",No,Valid skip,"NA","NA",Not in labour force,Graduated from High school,Canadian citizen by naturalization only,No,Yes,"NA"
11575,Complete,Neither volunteer nor giver,35-44 years,Male,"Single, never married",Single/non-single child(ren) only,Ontario,"NA",Valid skip,"NA",No,Valid skip,"NA","NA",Not in labour force,Post-secondary diploma,Canadian citizen by birth only,No,Valid skip,"NA"
11576,Complete,Volunteer and giver,45-54 years,Male,Living common-law,Spouse and single/non-single child(ren),Quebec,"NA",At least once a week,"NA",Yes,No,"NA","NA",Employed,Post-secondary diploma,Canadian citizen by birth only,No,Valid skip,"NA"
11577,Complete,Not a volunteer but a giver,35-44 years,Male,"Single, never married",Other living arrangement,Quebec,"NA",Valid skip,"NA",Yes,No,"NA","NA",Employed,Post-secondary diploma,Canadian citizen by birth only,No,Valid skip,"NA"
11578,Complete,Not a volunteer but a giver,65 years and over,Male,Separated,Alone,Newfoundland and Labrador,"NA",Valid skip,"NA",No,Valid skip,"NA","NA",Not in labour force,Graduated from High school,Canadian citizen by birth only,No,Valid skip,"NA"
11579,Complete,Volunteer and giver,55-64 years,Male,Married,Spouse only,Quebec,"NA",At least once a week,"NA",Yes,No,"NA","NA",Employed,Less than High School,Canadian citizen by birth only,No,Valid skip,Very satisfied
11580,Complete,Neither volunteer nor giver,55-64 years,Female,"Single, never married",Alone,Quebec,"NA",Valid skip,"NA",No,Valid skip,"NA","NA",Not in labour force,Post-secondary diploma,Canadian citizen by birth only,No,Valid skip,"NA"
11581,Complete,Neither volunteer nor giver,35-44 years,Female,"Single, never married",Alone,Saskatchewan,"NA",Valid skip,"NA",Yes,No,"NA","NA",Unemployed,Graduated from High school,Canadian citizen by birth only,No,Valid skip,"NA"
11582,Complete,Not a volunteer but a giver,25-34 years,Male,Married,Spouse and single/non-single child(ren),Manitoba,"NA",Valid skip,"NA",Yes,No,"NA","NA",Employed,Post-secondary diploma,Canadian citizen by birth only,No,Valid skip,"NA"
11583,Complete,Volunteer and giver,45-54 years,Female,Living common-law,Spouse and single/non-single child(ren),Quebec,"NA",Once or twice (in the past 12 months),"NA",Yes,No,"NA","NA",Employed,Post-secondary diploma,Canadian citizen by birth only,No,Valid skip,Very satisfied
11584,Complete,Volunteer and giver,45-54 years,Female,Married,Spouse and single/non-single child(ren),Ontario,"NA",At least once a week,"NA",Yes,Yes,"NA","NA",Employed,Post-secondary diploma,Canadian citizen by birth only,No,Valid skip,Very satisfied
11585,Complete,Volunteer and giver,35-44 years,Male,"Single, never married",Alone,Ontario,"NA",At least 3 or 4 times (in the past 12 months),"NA",Yes,Yes,"NA","NA",Employed,University Diploma,Canadian citizen by birth only,No,Valid skip,"NA"
11586,Complete,Volunteer and giver,65 years and over,Male,Married,Spouse only,Quebec,"NA",At least 3 or 4 times (in the past 12 months),"NA",No,Valid skip,"NA","NA",Not in labour force,Graduated from High school,Canadian citizen by birth only,No,Valid skip,"NA"
11587,Complete,Volunteer and giver,65 years and over,Female,Widowed,Alone,Alberta,"NA",At least once a week,"NA",No,Valid skip,"NA","NA",Not in labour force,Graduated from High school,Canadian citizen by birth only,No,Valid skip,Very satisfied
11588,Complete,Volunteer and giver,35-44 years,Female,Married,Spouse and single/non-single child(ren),British Columbia,"NA",At least once a week,"NA",Yes,Yes,"NA","NA",Employed,Post-secondary diploma,Canadian citizen by birth only,No,Valid skip,"NA"
11589,Complete,Volunteer and giver,35-44 years,Female,Married,Spouse only,British Columbia,"NA",At least once a week,"NA",Yes,No,"NA","NA",Employed,University Diploma,Canadian citizen by naturalization and other citizenship(s),No,Yes,"NA"
11590,Partial,Not a volunteer but a giver,55-64 years,Male,Married,Spouse only,Manitoba,"NA",Valid skip,"NA",Yes,No,"NA","NA",Unable to determine,Not stated,Undetermined,Not stated,Not stated,"NA"
11591,Complete,Volunteer and giver,35-44 years,Female,"Single, never married",Single/non-single child(ren) only,British Columbia,"NA",At least once a week,"NA",Yes,No,"NA","NA",Employed,Post-secondary diploma,Canadian citizen by birth only,No,Valid skip,"NA"
11592,Complete,Volunteer and giver,45-54 years,Male,Married,Spouse and single/non-single child(ren),Ontario,"NA",At least 3 or 4 times (in the past 12 months),"NA",Yes,No,"NA","NA",Employed,Post-secondary diploma,Canadian citizen by birth only,No,Valid skip,"NA"
11593,Complete,Not a volunteer but a giver,45-54 years,Female,"Single, never married",Alone,Ontario,"NA",Valid skip,"NA",Yes,No,"NA","NA",Employed,Graduated from High school,Canadian citizen by naturalization only,No,Yes,"NA"
11594,Complete,"Volunteer, not giver",25-34 years,Male,"Single, never married",Other living arrangement,Manitoba,"NA",At least 3 or 4 times (in the past 12 months),"NA",No,Valid skip,"NA","NA",Employed,Post-secondary diploma,Other citizenship(s) non-Canadian only,No,No,"NA"
11595,Complete,Volunteer and giver,55-64 years,Female,Separated,Alone,Quebec,"NA",At least once a month,"NA",No,Valid skip,"NA","NA",Not in labour force,University Diploma,Canadian citizen by birth only,No,Valid skip,"NA"
11596,Complete,Volunteer and giver,55-64 years,Male,Married,Spouse only,Ontario,"NA",At least once a month,"NA",Yes,No,"NA","NA",Employed,Post-secondary diploma,Canadian citizen by birth only,No,Valid skip,"NA"
11597,Complete,Volunteer and giver,65 years and over,Female,Divorced,Alone,British Columbia,"NA",At least once a month,"NA",No,Valid skip,"NA","NA",Not in labour force,Post-secondary diploma,Canadian citizen by birth only,No,Valid skip,"NA"
11598,Complete,Volunteer and giver,25-34 years,Male,"Single, never married",Alone,Prince Edward Island,"NA",At least once a week,"NA",Yes,No,"NA","NA",Not in labour force,University Diploma,Canadian citizen by birth only,Yes,Valid skip,"NA"
11599,Complete,Not a volunteer but a giver,25-34 years,Male,Married,Other living arrangement,Alberta,"NA",Valid skip,"NA",Yes,No,"NA","NA",Employed,Post-secondary diploma,Canadian citizen by naturalization only,No,Yes,"NA"
11600,Complete,Volunteer and giver,25-34 years,Female,Married,Spouse and single/non-single child(ren),Manitoba,"NA",Once or twice (in the past 12 months),"NA",Yes,No,"NA","NA",Employed,Post-secondary diploma,Canadian citizen by birth only,No,Valid skip,Very satisfied
11601,Complete,Volunteer and giver,25-34 years,Female,Living common-law,Other living arrangement,Saskatchewan,"NA",Daily or almost daily,"NA",Yes,No,"NA","NA",Employed,University Diploma,Canadian citizen by birth only,Yes,Valid skip,"NA"
11602,Complete,"Volunteer, not giver",25-34 years,Male,Married,Spouse and single/non-single child(ren),Newfoundland and Labrador,"NA",At least once a week,"NA",Yes,No,"NA","NA",Employed,Post-secondary diploma,Canadian citizen by birth only,No,Valid skip,"NA"
11603,Complete,Not a volunteer but a giver,45-54 years,Male,Divorced,Alone,Ontario,"NA",Valid skip,"NA",Yes,No,"NA","NA",Employed,Post-secondary diploma,Canadian citizen by birth only,No,Valid skip,"NA"
11604,Complete,Not a volunteer but a giver,55-64 years,Female,Widowed,Alone,Alberta,"NA",Valid skip,"NA",No,Valid skip,"NA","NA",Not in labour force,Less than High School,Canadian citizen by birth only,No,Valid skip,"NA"
11605,Complete,Neither volunteer nor giver,35-44 years,Male,"Single, never married",Alone,British Columbia,"NA",Valid skip,"NA",Yes,No,"NA","NA",Employed,Graduated from High school,Canadian citizen by birth only,No,Valid skip,"NA"
11606,Complete,Not a volunteer but a giver,55-64 years,Female,Widowed,Alone,Ontario,"NA",Valid skip,"NA",Yes,No,"NA","NA",Employed,Graduated from High school,Other citizenship(s) non-Canadian only,No,Yes,"NA"
11607,Complete,Volunteer and giver,65 years and over,Male,Married,Spouse only,Prince Edward Island,"NA",At least once a month,"NA",No,Valid skip,"NA","NA",Not in labour force,Not stated,Canadian citizen by birth only,No,Valid skip,"NA"
11608,Complete,Volunteer and giver,65 years and over,Female,Married,Spouse only,British Columbia,"NA",At least once a week,"NA",No,Valid skip,"NA","NA",Not in labour force,University Diploma,Canadian citizen by naturalization only,No,Yes,"NA"
11609,Complete,Volunteer and giver,65 years and over,Male,Married,Spouse only,Prince Edward Island,"NA",At least once a month,"NA",Yes,No,"NA","NA",Employed,Graduated from High school,Canadian citizen by birth only,No,Valid skip,Very satisfied
11610,Complete,Volunteer and giver,45-54 years,Female,Divorced,Alone,British Columbia,"NA",At least once a month,"NA",Yes,Yes,"NA","NA",Employed,University Diploma,Canadian citizen by birth only,Yes,Valid skip,"NA"
11611,Complete,Volunteer and giver,25-34 years,Male,Married,Spouse and single/non-single child(ren),Quebec,"NA",At least once a month,"NA",Yes,No,"NA","NA",Employed,Post-secondary diploma,Canadian citizen by birth only,No,Valid skip,"NA"
11612,Complete,Volunteer and giver,55-64 years,Male,Divorced,Alone,British Columbia,"NA",At least 3 or 4 times (in the past 12 months),"NA",Yes,No,"NA","NA",Employed,Post-secondary diploma,Canadian citizen by birth only,No,Valid skip,Very satisfied
11613,Complete,Volunteer and giver,65 years and over,Male,Married,Spouse only,Manitoba,"NA",At least once a week,"NA",No,Valid skip,"NA","NA",Not in labour force,Less than High School,Canadian citizen by birth only,No,Valid skip,"NA"
11614,Complete,Not a volunteer but a giver,25-34 years,Male,Married,Spouse only,Ontario,"NA",Valid skip,"NA",Yes,Yes,"NA","NA",Employed,Graduated from High school,Canadian citizen by naturalization and other citizenship(s),No,Yes,Very satisfied
11615,Complete,Not a volunteer but a giver,45-54 years,Female,Living common-law,Spouse only,Ontario,"NA",Valid skip,"NA",Yes,Yes,"NA","NA",Employed,Graduated from High school,Canadian citizen by birth only,No,Valid skip,Very satisfied
11616,Complete,Neither volunteer nor giver,35-44 years,Female,Separated,Single/non-single child(ren) only,Saskatchewan,"NA",Valid skip,"NA",Yes,No,"NA","NA",Employed,Less than High School,Canadian citizen by naturalization and other citizenship(s),No,Yes,"NA"
11617,Complete,Not a volunteer but a giver,25-34 years,Male,Living common-law,Spouse and single/non-single child(ren),Prince Edward Island,"NA",Valid skip,"NA",Yes,No,"NA","NA",Employed,Post-secondary diploma,Canadian citizen by birth only,No,Valid skip,Very satisfied
11618,Complete,Volunteer and giver,55-64 years,Male,Divorced,Single/non-single child(ren) only,Prince Edward Island,"NA",At least once a month,"NA",Yes,No,"NA","NA",Employed,University Diploma,Canadian citizen by birth only,No,Valid skip,Very satisfied
11619,Complete,Volunteer and giver,65 years and over,Female,Married,Spouse only,Newfoundland and Labrador,"NA",At least once a month,"NA",No,Valid skip,"NA","NA",Not in labour force,Post-secondary diploma,Canadian citizen by birth only,No,Valid skip,Very satisfied
11620,Complete,Not a volunteer but a giver,35-44 years,Female,Married,Spouse and single/non-single child(ren),Ontario,"NA",Valid skip,"NA",Yes,No,"NA","NA",Employed,University Diploma,Canadian citizen by birth only,No,Valid skip,"NA"
11621,Complete,Not a volunteer but a giver,65 years and over,Male,Widowed,Alone,Ontario,"NA",Valid skip,"NA",Yes,No,"NA","NA",Not in labour force,Post-secondary diploma,Canadian citizen by naturalization only,No,Yes,"NA"
11622,Complete,Volunteer and giver,35-44 years,Male,Married,Spouse and single/non-single child(ren),British Columbia,"NA",At least once a month,"NA",Yes,Yes,"NA","NA",Employed,University Diploma,Canadian citizen by birth only,No,Valid skip,"NA"
11623,Complete,Volunteer and giver,65 years and over,Male,Married,Spouse only,Manitoba,"NA",At least once a month,"NA",No,Valid skip,"NA","NA",Not in labour force,Post-secondary diploma,Canadian citizen by birth only,No,Valid skip,"NA"
11624,Complete,Not a volunteer but a giver,65 years and over,Female,Married,Spouse only,Prince Edward Island,"NA",Valid skip,"NA",Refusal,Valid skip,"NA","NA",Unable to determine,Post-secondary diploma,Canadian citizen by birth only,No,Valid skip,"NA"
11625,Complete,Volunteer and giver,65 years and over,Female,Divorced,Alone,Alberta,"NA",At least once a week,"NA",No,Valid skip,"NA","NA",Not in labour force,Graduated from High school,Canadian citizen by birth only,No,Valid skip,"NA"
11626,Complete,Volunteer and giver,25-34 years,Female,"Single, never married",Alone,Manitoba,"NA",At least once a week,"NA",No,Valid skip,"NA","NA",Not in labour force,University Diploma,Canadian citizen by birth only,Yes,Valid skip,"NA"
11627,Complete,Not a volunteer but a giver,45-54 years,Female,"Single, never married",Alone,Nova Scotia,"NA",Valid skip,"NA",Yes,No,"NA","NA",Employed,University Diploma,Canadian citizen by birth only,No,Valid skip,"NA"
11628,Complete,Volunteer and giver,45-54 years,Male,Married,Spouse and single/non-single child(ren),Ontario,"NA",At least once a month,"NA",No,Valid skip,"NA","NA",Employed,Post-secondary diploma,Canadian citizen by naturalization and other citizenship(s),No,Yes,Very satisfied
11629,Complete,Volunteer and giver,55-64 years,Female,"Single, never married",Other living arrangement,Alberta,"NA",At least once a month,"NA",Yes,No,"NA","NA",Employed,Post-secondary diploma,Canadian citizen by birth only,No,Valid skip,"NA"
11630,Complete,Neither volunteer nor giver,45-54 years,Female,Married,Spouse and single/non-single child(ren),Quebec,"NA",Valid skip,"NA",Yes,No,"NA","NA",Employed,University Diploma,Canadian citizen by naturalization only,No,Yes,"NA"
11631,Complete,Not a volunteer but a giver,65 years and over,Male,Married,Spouse only,Nova Scotia,"NA",Valid skip,"NA",No,Valid skip,"NA","NA",Not in labour force,Graduated from High school,Canadian citizen by birth only,No,Valid skip,"NA"
11632,Complete,Neither volunteer nor giver,65 years and over,Female,Widowed,Alone,Ontario,"NA",Valid skip,"NA",No,Valid skip,"NA","NA",Not in labour force,Graduated from High school,Canadian citizen by birth only,No,Valid skip,"NA"
11633,Complete,"Volunteer, not giver",35-44 years,Male,Married,Spouse only,Ontario,"NA",At least once a week,"NA",Yes,No,"NA","NA",Employed,Post-secondary diploma,Canadian citizen by naturalization only,No,Yes,"NA"
11634,Complete,Volunteer and giver,45-54 years,Male,Married,Spouse and single/non-single child(ren),British Columbia,"NA",At least once a month,"NA",Yes,No,"NA","NA",Employed,Post-secondary diploma,Canadian citizen by birth only,No,Valid skip,"NA"
11635,Complete,Volunteer and giver,65 years and over,Female,Living common-law,Spouse only,Ontario,"NA",Daily or almost daily,"NA",No,Valid skip,"NA","NA",Not in labour force,University Diploma,Canadian citizen by birth only,No,Valid skip,"NA"
